"","target_id","gene","tissue","tpm","binary","accessions","gene_id","gene_name","gene_description","alt_gene_description","all_GO_ids","BP_GO_ids","CC_GO_ids","MF_GO_ids","GOslim","Term"
"1761","PGEN_.00g042280","PGEN_.00g042280","gonad",28.288075,1,"Q9VEN1;Q7KJX2;Q7KKC2;Q9GQV1;Q9U4I3;Q9U6C0;Q9U6C1",42066,"cher","Filamin-A","Filamin1","GO:0015629;GO:0045179;GO:0005829;GO:0035324;GO:0035183;GO:0035182;GO:0005886;GO:0030018;GO:0003779;GO:0051015;GO:0051764;GO:0048149;GO:0007303;GO:0008340;GO:0007301;GO:0008302;GO:0030708;GO:0030725;GO:0007616;GO:0000278;GO:0008045;GO:0035204;GO:0051495;GO:0008104;GO:0045214;GO:0110069","GO:0051764;GO:0048149;GO:0007303;GO:0008340;GO:0007301;GO:0008302;GO:0030708;GO:0030725;GO:0007616;GO:0000278;GO:0008045;GO:0035204;GO:0051495;GO:0008104;GO:0045214;GO:0110069","GO:0015629;GO:0045179;GO:0005829;GO:0035324;GO:0035183;GO:0035182;GO:0005886;GO:0030018","GO:0003779;GO:0051015","GO:0007010;GO:0022414;GO:0030154;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0007010;GO:0022414;GO:0030154;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0022414;GO:0050877;GO:0030154;GO:0048856;GO:0002376;GO:0030154;GO:0048856;GO:0007010;GO:0007010;GO:0030154;GO:0048856;GO:0048856","cytoskeleton organization;reproductive process;cell differentiation;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;cytoskeleton organization;reproductive process;cell differentiation;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;reproductive process;nervous system process;cell differentiation;anatomical structure development;immune system process;cell differentiation;anatomical structure development;cytoskeleton organization;cytoskeleton organization;cell differentiation;anatomical structure development;anatomical structure development"
"1763","PGEN_.00g042350","PGEN_.00g042350","gonad",442.879622,1,"P26779;Q2HJG9;Q9N2G4",281433,"PSAP","Saposin-D","Protein C","GO:0005576;GO:0005615;GO:0005770;GO:0005764;GO:0007193;GO:0060742;GO:0007041;GO:0060736;GO:0019216;GO:0006665","GO:0007193;GO:0060742;GO:0007041;GO:0060736;GO:0019216;GO:0006665","GO:0005576;GO:0005615;GO:0005770;GO:0005764","","GO:0023052;GO:0022414;GO:0030154;GO:0048856;GO:0022414;GO:0048856;GO:0006629;GO:0006629","signaling;reproductive process;cell differentiation;anatomical structure development;reproductive process;anatomical structure development;lipid metabolic process;lipid metabolic process"
"1771","PGEN_.00g042550","PGEN_.00g042550","gonad",8.373284,1,"Q8CIW6;E9Q4D3;Q3TQD3;Q812E2;Q8CJD0;Q8K142;Q923J3",171429,"Slc26a6","Solute carrier family 26 member 6","Putative anion transporter-1","GO:0016324;GO:0016323;GO:0031526;GO:0034707;GO:0030659;GO:0005783;GO:0016021;GO:0005887;GO:0016020;GO:0005886;GO:0097225;GO:0031982;GO:0012506;GO:0015301;GO:0015106;GO:0005254;GO:0015108;GO:0015562;GO:0015660;GO:0015499;GO:0042802;GO:0019531;GO:0030165;GO:0008271;GO:0015116;GO:0038166;GO:0015701;GO:0071320;GO:0071332;GO:0071346;GO:0006821;GO:0042045;GO:0015724;GO:0050892;GO:0051454;GO:0015797;GO:0019532;GO:0046724;GO:2001150;GO:0070528;GO:0051453;GO:0048240;GO:0008272;GO:0030321;GO:0070633","GO:0038166;GO:0015701;GO:0071320;GO:0071332;GO:0071346;GO:0006821;GO:0042045;GO:0015724;GO:0050892;GO:0051454;GO:0015797;GO:0019532;GO:0046724;GO:2001150;GO:0070528;GO:0051453;GO:0048240;GO:0008272;GO:0030321;GO:0070633","GO:0016324;GO:0016323;GO:0031526;GO:0034707;GO:0030659;GO:0005783;GO:0016021;GO:0005887;GO:0016020;GO:0005886;GO:0097225;GO:0031982;GO:0012506","GO:0015301;GO:0015106;GO:0005254;GO:0015108;GO:0015562;GO:0015660;GO:0015499;GO:0042802;GO:0019531;GO:0030165;GO:0008271;GO:0015116","GO:0023052;GO:0002376;GO:0098542;GO:0022600;GO:0055085;GO:0055085;GO:0023052;GO:0022414;GO:0030154;GO:0048856","signaling;immune system process;defense response to other organism;digestive system process;transmembrane transport;transmembrane transport;signaling;reproductive process;cell differentiation;anatomical structure development"
"1777","PGEN_.00g042660","PGEN_.00g042660","gonad",6.458978,1,"O08586;Q3UFB0;Q542G1",19211,"Pten","Phosphatidylinositol 345-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN","Phosphatase and tensin homolog","GO:0016324;GO:0042995;GO:0005737;GO:0009898;GO:0005829;GO:0043197;GO:0005739;GO:0035749;GO:0043005;GO:0005654;GO:0005634;GO:0005886;GO:0016605;GO:0099524;GO:0045211;GO:0043220;GO:0010997;GO:0019899;GO:0042802;GO:0051717;GO:0035255;GO:0030165;GO:0016314;GO:0051800;GO:0004438;GO:0004721;GO:0005161;GO:0019901;GO:0106306;GO:0004722;GO:0106307;GO:1990782;GO:0004725;GO:0008138;GO:1990381;GO:0030534;GO:0001525;GO:0006915;GO:0048854;GO:0060070;GO:0048738;GO:0016477;GO:0048870;GO:0036294;GO:0071257;GO:0071361;GO:0071456;GO:0032869;GO:1990314;GO:0044320;GO:0007417;GO:0032286;GO:0021955;GO:0060997;GO:0021542;GO:0016311;GO:0043542;GO:0048853;GO:0007507;GO:0046855;GO:0007611;GO:0045475;GO:0007626;GO:0060292;GO:0060291;GO:0060179;GO:0042711;GO:0007613;GO:0033555;GO:0043066;GO:0048681;GO:0050771;GO:0060044;GO:0090344;GO:1902807;GO:0030336;GO:0008285;GO:0045792;GO:0045736;GO:0061002;GO:0050680;GO:0010719;GO:0070373;GO:0090394;GO:0051895;GO:2000134;GO:0051548;GO:0031642;GO:0010977;GO:0046621;GO:0033137;GO:0050765;GO:1901017;GO:0051898;GO:0001933;GO:0090071;GO:2000272;GO:2000808;GO:1904706;GO:1903690;GO:0031175;GO:0007270;GO:0014065;GO:0046856;GO:0048008;GO:0043065;GO:2001235;GO:0010666;GO:0008284;GO:0051091;GO:0070374;GO:2000463;GO:0010628;GO:0045666;GO:1903984;GO:1904668;GO:2000060;GO:0097107;GO:0060134;GO:0097105;GO:0060736;GO:0006470;GO:0043491;GO:0050821;GO:0048679;GO:0002902;GO:0051726;GO:0032535;GO:0060341;GO:0033032;GO:0010975;GO:0051896;GO:0031647;GO:0032228;GO:0060024;GO:0035176;GO:0007416;GO:0060074","GO:0030534;GO:0001525;GO:0006915;GO:0048854;GO:0060070;GO:0048738;GO:0016477;GO:0048870;GO:0036294;GO:0071257;GO:0071361;GO:0071456;GO:0032869;GO:1990314;GO:0044320;GO:0007417;GO:0032286;GO:0021955;GO:0060997;GO:0021542;GO:0016311;GO:0043542;GO:0048853;GO:0007507;GO:0046855;GO:0007611;GO:0045475;GO:0007626;GO:0060292;GO:0060291;GO:0060179;GO:0042711;GO:0007613;GO:0033555;GO:0043066;GO:0048681;GO:0050771;GO:0060044;GO:0090344;GO:1902807;GO:0030336;GO:0008285;GO:0045792;GO:0045736;GO:0061002;GO:0050680;GO:0010719;GO:0070373;GO:0090394;GO:0051895;GO:2000134;GO:0051548;GO:0031642;GO:0010977;GO:0046621;GO:0033137;GO:0050765;GO:1901017;GO:0051898;GO:0001933;GO:0090071;GO:2000272;GO:2000808;GO:1904706;GO:1903690;GO:0031175;GO:0007270;GO:0014065;GO:0046856;GO:0048008;GO:0043065;GO:2001235;GO:0010666;GO:0008284;GO:0051091;GO:0070374;GO:2000463;GO:0010628;GO:0045666;GO:1903984;GO:1904668;GO:2000060;GO:0097107;GO:0060134;GO:0097105;GO:0060736;GO:0006470;GO:0043491;GO:0050821;GO:0048679;GO:0002902;GO:0051726;GO:0032535;GO:0060341;GO:0033032;GO:0010975;GO:0051896;GO:0031647;GO:0032228;GO:0060024;GO:0035176;GO:0007416;GO:0060074","GO:0016324;GO:0042995;GO:0005737;GO:0009898;GO:0005829;GO:0043197;GO:0005739;GO:0035749;GO:0043005;GO:0005654;GO:0005634;GO:0005886;GO:0016605;GO:0099524;GO:0045211;GO:0043220","GO:0010997;GO:0019899;GO:0042802;GO:0051717;GO:0035255;GO:0030165;GO:0016314;GO:0051800;GO:0004438;GO:0004721;GO:0005161;GO:0019901;GO:0106306;GO:0004722;GO:0106307;GO:1990782;GO:0004725;GO:0008138;GO:1990381","GO:0048856;GO:0012501;GO:0048856;GO:0023052;GO:0048856;GO:0048870;GO:0048856;GO:0030154;GO:0048856;GO:0061024;GO:0030154;GO:0048856;GO:0030154;GO:0034330;GO:0048856;GO:0048856;GO:0048870;GO:0048856;GO:0048856;GO:0005975;GO:0050877;GO:0023052;GO:0023052;GO:0022414;GO:0022414;GO:0050877;GO:0012501;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0048870;GO:0030154;GO:0034330;GO:0048856;GO:0030154;GO:0048856;GO:0023052;GO:0023052;GO:0050877;GO:0007155;GO:0034330;GO:0000278;GO:0048870;GO:0048856;GO:0050877;GO:0030154;GO:0048856;GO:0016192;GO:0055085;GO:0023052;GO:0042254;GO:0023052;GO:0016192;GO:0042060;GO:0048856;GO:0048870;GO:0030154;GO:0048856;GO:0023052;GO:0023052;GO:0006629;GO:0023052;GO:0012501;GO:0012501;GO:0023052;GO:0012501;GO:0006351;GO:0006355;GO:0023052;GO:0023052;GO:0050877;GO:0030154;GO:0048856;GO:0012501;GO:0023052;GO:0030163;GO:0034330;GO:0048856;GO:0050877;GO:0034330;GO:0048856;GO:0061024;GO:0022414;GO:0048856;GO:0023052;GO:0030154;GO:0048856;GO:0012501;GO:0012501;GO:0030154;GO:0048856;GO:0023052;GO:0023052;GO:0023052;GO:0034330;GO:0048856;GO:0034330;GO:0048856","anatomical structure development;programmed cell death;anatomical structure development;signaling;anatomical structure development;cell motility;anatomical structure development;cell differentiation;anatomical structure development;membrane organization;cell differentiation;anatomical structure development;cell differentiation;cell junction organization;anatomical structure development;anatomical structure development;cell motility;anatomical structure development;anatomical structure development;carbohydrate metabolic process;nervous system process;signaling;signaling;reproductive process;reproductive process;nervous system process;programmed cell death;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;cell motility;cell differentiation;cell junction organization;anatomical structure development;cell differentiation;anatomical structure development;signaling;signaling;nervous system process;cell adhesion;cell junction organization;mitotic cell cycle;cell motility;anatomical structure development;nervous system process;cell differentiation;anatomical structure development;vesicle-mediated transport;transmembrane transport;signaling;ribosome biogenesis;signaling;vesicle-mediated transport;wound healing;anatomical structure development;cell motility;cell differentiation;anatomical structure development;signaling;signaling;lipid metabolic process;signaling;programmed cell death;programmed cell death;signaling;programmed cell death;DNA-templated transcription;regulation of DNA-templated transcription;signaling;signaling;nervous system process;cell differentiation;anatomical structure development;programmed cell death;signaling;protein catabolic process;cell junction organization;anatomical structure development;nervous system process;cell junction organization;anatomical structure development;membrane organization;reproductive process;anatomical structure development;signaling;cell differentiation;anatomical structure development;programmed cell death;programmed cell death;cell differentiation;anatomical structure development;signaling;signaling;signaling;cell junction organization;anatomical structure development;cell junction organization;anatomical structure development"
"1781","PGEN_.00g042730","PGEN_.00g042730","gonad",2.01978,1,"Q9Y4F3;A8MSK2;B2RNX2;B4DYY9;B7ZMG1;B7ZMG2;F8VV09;Q6P1R6;Q8WYR2Q9Y4J9",9665,"MARF1","Meiosis regulator and mRNA stability factor 1","Meiosis arrest female protein 1","GO:0005737;GO:0005794;GO:0043231;GO:0016020;GO:0005777;GO:1905762;GO:1903231;GO:0006302;GO:0007143;GO:0048477;GO:0016441;GO:0010468","GO:0006302;GO:0007143;GO:0048477;GO:0016441;GO:0010468","GO:0005737;GO:0005794;GO:0043231;GO:0016020;GO:0005777","GO:1905762;GO:1903231","GO:0006281;GO:0022414;GO:0140013;GO:0022414;GO:0030154;GO:0048856","DNA repair;reproductive process;meiotic nuclear division;reproductive process;cell differentiation;anatomical structure development"
"1803","PGEN_.00g043120","PGEN_.00g043120","gonad",1.487654,1,"E9PTA2;Q2PH54;Q5G856",294329,"Trpm2","Transient receptor potential cation channel subfamily M member 2","Hypoxia-inducible factor asparagine hydroxylase","GO:0030659;GO:0005887;GO:0005765;GO:0005764;GO:0043005;GO:0043025;GO:0043204;GO:0005886;GO:0005509;GO:0015278;GO:0005261;GO:0099604;GO:0005384;GO:0072571;GO:0005272;GO:0098703;GO:0097553;GO:0070588;GO:0035584;GO:0098655;GO:0071277;GO:0070301;GO:0071415;GO:0071502;GO:0002407;GO:0097028;GO:0044849;GO:0006828;GO:0032024;GO:1903223;GO:0051289;GO:2000249;GO:0051489;GO:0051209;GO:0009408;GO:0033194;GO:0014074;GO:0001659;GO:0071577","GO:0098703;GO:0097553;GO:0070588;GO:0035584;GO:0098655;GO:0071277;GO:0070301;GO:0071415;GO:0071502;GO:0002407;GO:0097028;GO:0044849;GO:0006828;GO:0032024;GO:1903223;GO:0051289;GO:2000249;GO:0051489;GO:0051209;GO:0009408;GO:0033194;GO:0014074;GO:0001659;GO:0071577","GO:0030659;GO:0005887;GO:0005765;GO:0005764;GO:0043005;GO:0043025;GO:0043204;GO:0005886","GO:0005509;GO:0015278;GO:0005261;GO:0099604;GO:0005384;GO:0072571;GO:0005272","GO:0055085;GO:0055085;GO:0055085;GO:0023052;GO:0055085;GO:0002376;GO:0048870;GO:0002376;GO:0030154;GO:0048856;GO:0022414;GO:0023052;GO:0065003;GO:0007010;GO:0055085;GO:0055085","transmembrane transport;transmembrane transport;transmembrane transport;signaling;transmembrane transport;immune system process;cell motility;immune system process;cell differentiation;anatomical structure development;reproductive process;signaling;protein-containing complex assembly;cytoskeleton organization;transmembrane transport;transmembrane transport"
"1812","PGEN_.00g043230","PGEN_.00g043230","gonad",0.108882,1,"Q9D4I2;B2RQ44;F8WHB9",74369,"Mei1","Meiosis inhibitor protein 1","Meiosis defective protein 1","GO:0007276;GO:0007141;GO:0007127;GO:0051321;GO:0000212;GO:0045141;GO:0048477;GO:0040038;GO:0007286;GO:0007283","GO:0007276;GO:0007141;GO:0007127;GO:0051321;GO:0000212;GO:0045141;GO:0048477;GO:0040038;GO:0007286;GO:0007283","","","GO:0022414;GO:0022414;GO:0140013;GO:0022414;GO:0140013;GO:0022414;GO:0007010;GO:0022414;GO:0007059;GO:0022414;GO:0140013;GO:0022414;GO:0030154;GO:0048856;GO:0000910;GO:0022414;GO:0140013;GO:0022414;GO:0030154;GO:0048856;GO:0022414","reproductive process;reproductive process;meiotic nuclear division;reproductive process;meiotic nuclear division;reproductive process;cytoskeleton organization;reproductive process;chromosome segregation;reproductive process;meiotic nuclear division;reproductive process;cell differentiation;anatomical structure development;cytokinesis;reproductive process;meiotic nuclear division;reproductive process;cell differentiation;anatomical structure development;reproductive process"
"1885","PGEN_.00g044930","PGEN_.00g044930","gonad",30.658121,1,"Q32KL8",515913,"TBATA","Protein TBATA","Thymus brain and testes-associated protein","GO:0005829;GO:0030154;GO:0007283","GO:0030154;GO:0007283","GO:0005829","","GO:0022414","reproductive process"
"1916","PGEN_.00g045570","PGEN_.00g045570","gonad",16.364121,1,"Q9BG91",NA,"SOX9","Transcription factor SOX-9","CCR4-associated factor 3","GO:0005634;GO:0032991;GO:0003682;GO:0000987;GO:0003677;GO:0001228;GO:0000981;GO:0000978;GO:0043565;GO:0019933;GO:0001502;GO:0051216;GO:0001708;GO:0071773;GO:0071364;GO:0071504;GO:0071260;GO:0002062;GO:0003413;GO:0003415;GO:0006338;GO:0090103;GO:0003203;GO:0007173;GO:0060517;GO:0001837;GO:0070371;GO:0003430;GO:0001942;GO:0003170;GO:0003179;GO:0060729;GO:0019100;GO:0072289;GO:0061138;GO:0043066;GO:0070168;GO:0090090;GO:0032331;GO:0050680;GO:0046322;GO:0002683;GO:0045662;GO:0030279;GO:0045668;GO:0046533;GO:0045892;GO:0014036;GO:0006334;GO:0030916;GO:0090190;GO:0008284;GO:0032332;GO:0030858;GO:0010634;GO:0050679;GO:0010628;GO:0090184;GO:2000020;GO:0002053;GO:2000741;GO:0014068;GO:0001934;GO:0045944;GO:0043491;GO:0065003;GO:0042981;GO:0061035;GO:0010564;GO:0042127;GO:0060784;GO:0072034;GO:0070542;GO:0060041;GO:0060221;GO:0060008;GO:0007165;GO:0001501;GO:0035019;GO:0007283;GO:0001894","GO:0019933;GO:0001502;GO:0051216;GO:0001708;GO:0071773;GO:0071364;GO:0071504;GO:0071260;GO:0002062;GO:0003413;GO:0003415;GO:0006338;GO:0090103;GO:0003203;GO:0007173;GO:0060517;GO:0001837;GO:0070371;GO:0003430;GO:0001942;GO:0003170;GO:0003179;GO:0060729;GO:0019100;GO:0072289;GO:0061138;GO:0043066;GO:0070168;GO:0090090;GO:0032331;GO:0050680;GO:0046322;GO:0002683;GO:0045662;GO:0030279;GO:0045668;GO:0046533;GO:0045892;GO:0014036;GO:0006334;GO:0030916;GO:0090190;GO:0008284;GO:0032332;GO:0030858;GO:0010634;GO:0050679;GO:0010628;GO:0090184;GO:2000020;GO:0002053;GO:2000741;GO:0014068;GO:0001934;GO:0045944;GO:0043491;GO:0065003;GO:0042981;GO:0061035;GO:0010564;GO:0042127;GO:0060784;GO:0072034;GO:0070542;GO:0060041;GO:0060221;GO:0060008;GO:0007165;GO:0001501;GO:0035019;GO:0007283;GO:0001894","GO:0005634;GO:0032991","GO:0003682;GO:0000987;GO:0003677;GO:0001228;GO:0000981;GO:0000978;GO:0043565","GO:0023052;GO:0048856;GO:0048856;GO:0030154;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0006325;GO:0048856;GO:0048856;GO:0023052;GO:0022414;GO:0048856;GO:0030154;GO:0048856;GO:0023052;GO:0030154;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0022600;GO:0022414;GO:0048856;GO:0048856;GO:0048856;GO:0012501;GO:0048856;GO:0023052;GO:0030154;GO:0048856;GO:0006629;GO:0002376;GO:0030154;GO:0048856;GO:0030154;GO:0030154;GO:0048856;GO:0006351;GO:0006355;GO:0030154;GO:0048856;GO:0006325;GO:0065003;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0048870;GO:0048856;GO:0022414;GO:0048856;GO:0030154;GO:0023052;GO:0006351;GO:0006355;GO:0023052;GO:0012501;GO:0048856;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0023052;GO:0048856;GO:0022414","signaling;anatomical structure development;anatomical structure development;cell differentiation;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;chromatin organization;anatomical structure development;anatomical structure development;signaling;reproductive process;anatomical structure development;cell differentiation;anatomical structure development;signaling;cell differentiation;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;digestive system process;reproductive process;anatomical structure development;anatomical structure development;anatomical structure development;programmed cell death;anatomical structure development;signaling;cell differentiation;anatomical structure development;lipid metabolic process;immune system process;cell differentiation;anatomical structure development;cell differentiation;cell differentiation;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;cell differentiation;anatomical structure development;chromatin organization;protein-containing complex assembly;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;cell motility;anatomical structure development;reproductive process;anatomical structure development;cell differentiation;signaling;DNA-templated transcription;regulation of DNA-templated transcription;signaling;programmed cell death;anatomical structure development;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;signaling;anatomical structure development;reproductive process"
"1940","PGEN_.00g046240","PGEN_.00g046240","gonad",4.455316,1,"P07992;B2RC01;B3KRR0;Q7Z7F5;Q96S40",2067,"ERCC1","DNA excision repair protein ERCC-1","RAD50 interactor 1","GO:0000781;GO:0005737;GO:0070522;GO:0005654;GO:0000109;GO:0000110;GO:0003684;GO:0004519;GO:1990841;GO:0008022;GO:0019904;GO:0003697;GO:0001094;GO:0008283;GO:0006310;GO:0006281;GO:0006303;GO:0048568;GO:0036297;GO:0045190;GO:0008584;GO:0000710;GO:0006312;GO:0010259;GO:0035264;GO:1905765;GO:0032205;GO:0006289;GO:0033683;GO:0006295;GO:0006296;GO:0048477;GO:1904431;GO:0060261;GO:0035166;GO:0000720;GO:0090399;GO:0046686;GO:0035902;GO:0007584;GO:0006979;GO:0009744;GO:0010165;GO:0007283;GO:0006949;GO:0090656;GO:0061819;GO:0009650;GO:0070914","GO:0008283;GO:0006310;GO:0006281;GO:0006303;GO:0048568;GO:0036297;GO:0045190;GO:0008584;GO:0000710;GO:0006312;GO:0010259;GO:0035264;GO:1905765;GO:0032205;GO:0006289;GO:0033683;GO:0006295;GO:0006296;GO:0048477;GO:1904431;GO:0060261;GO:0035166;GO:0000720;GO:0090399;GO:0046686;GO:0035902;GO:0007584;GO:0006979;GO:0009744;GO:0010165;GO:0007283;GO:0006949;GO:0090656;GO:0061819;GO:0009650;GO:0070914","GO:0000781;GO:0005737;GO:0070522;GO:0005654;GO:0000109;GO:0000110","GO:0003684;GO:0004519;GO:1990841;GO:0008022;GO:0019904;GO:0003697;GO:0001094","GO:0006281;GO:0048856;GO:0006281;GO:0002376;GO:0006310;GO:0048856;GO:0022414;GO:0048856;GO:0006281;GO:0022414;GO:0006310;GO:0048856;GO:0032200;GO:0032200;GO:0006281;GO:0006281;GO:0006281;GO:0006281;GO:0022414;GO:0030154;GO:0048856;GO:0032200;GO:0006351;GO:0006355;GO:0002376;GO:0048856;GO:0006281;GO:0022414;GO:0048856;GO:0032200;GO:0006310;GO:0032200;GO:0006281","DNA repair;anatomical structure development;DNA repair;immune system process;DNA recombination;anatomical structure development;reproductive process;anatomical structure development;DNA repair;reproductive process;DNA recombination;anatomical structure development;telomere organization;telomere organization;DNA repair;DNA repair;DNA repair;DNA repair;reproductive process;cell differentiation;anatomical structure development;telomere organization;DNA-templated transcription;regulation of DNA-templated transcription;immune system process;anatomical structure development;DNA repair;reproductive process;anatomical structure development;telomere organization;DNA recombination;telomere organization;DNA repair"
